StoreKey;GeographyKey;StoreManager;StoreType;StoreName;StoreDescription;Status;OpenDate;CloseDate;EntityKey;ZipCode;ZipCodeExtension;StorePhone;StoreFax;AddressLine1;AddressLine2;CloseReason;EmployeeCount;SellingAreaSize;LastRemodelDate;GeoLocation;Geometry;ETLLoadID;LoadDate;UpdateDate
40;790;69;"Store";"Contoso Aurora Store";"Contoso Aurora Store";"On";11/6/2003 00:00:00;;674;87001;87021;"794-555-0159";"794-555-0159";"Willow Park Ave";"Willow Park Ave";"";25;700;17/6/2009 00:00:00;"E6100000010CE6AE25E483EE444044FAEDEBC0A551C0";"00000000010C44FAEDEBC0A551C0E6AE25E483EE4440";1;10/5/2009 00:00:00;17/6/2009 00:00:00
42;840;71;"Store";"Contoso Green Bay Store";"Contoso Green Bay Store";"On";3/8/2003 00:00:00;;676;54001;54002;"286-555-0189";"286-555-0189";"Green Bay Downtown";"Green Bay Downtown";"";19;455;17/6/2009 00:00:00;"E6100000010CD122DBF97E424640462575029A0056C0";"00000000010C462575029A0056C0D122DBF97E424640";1;10/5/2009 00:00:00;17/6/2009 00:00:00
45;901;74;"Store";"Contoso Oshkosh Store";"Contoso Oshkosh Store";"On";6/11/2007 00:00:00;;679;54001;54005;"786-555-0144";"786-555-0144";"Oshkosh, WI Broadway";"Oshkosh, WI Broadway";"";22;500;17/6/2009 00:00:00;"E6100000010CDE02098A1F034640174850FC182356C0";"00000000010C174850FC182356C0DE02098A1F034640";1;6/7/2009 00:00:00;17/6/2009 00:00:00
47;878;75;"Store";"Contoso Milwaukee No.1 Store";"Contoso Milwaukee No.1 Store";"On";18/1/2004 00:00:00;;681;54001;54007;"818-555-0192";"818-555-0192";"Havenwoods St";"Havenwoods St";"";25;700;17/6/2009 00:00:00;"E6100000010CF5B9DA8AFD854540910F7A36ABFA55C0";"00000000010C910F7A36ABFA55C0F5B9DA8AFD854540";1;6/7/2009 00:00:00;17/6/2009 00:00:00
50;949;76;"Store";"Contoso Waukesha No.1 Store";"Contoso Waukesha No.1 Store";"On";19/4/2004 00:00:00;;684;54001;54010;"299-555-0113";"299-555-0113";"Waukesha,  Water St";"Waukesha,  Water St";"";19;455;17/6/2009 00:00:00;"E6100000010C1973D712F2814540A5BDC117260F56C0";"00000000010CA5BDC117260F56C01973D712F2814540";1;6/7/2009 00:00:00;17/6/2009 00:00:00
52;806;137;"Store";"Contoso Burlington Store";"Contoso Burlington Store";"On";17/6/2004 00:00:00;;686;54001;54012;"639-555-0164";"639-555-0164";"Burlington, WI St shopping mall";"Burlington, WI St shopping mall";"";47;1125;17/6/2009 00:00:00;"E6100000010C228E75711B3D4640CC7F48BF7D4D52C0";"00000000010CCC7F48BF7D4D52C0228E75711B3D4640";1;10/7/2009 00:00:00;17/6/2009 00:00:00
55;835;77;"Store";"Contoso Germantown Store";"Contoso Germantown Store";"On";2/9/2004 00:00:00;;689;54001;54015;"712-555-0119";"712-555-0119";"Germantown, DEI St Shopping mall";"Germantown, DEI St Shopping mall";"";25;700;17/6/2009 00:00:00;"E6100000010C105839B4C84E4340E4839ECDAA6F53C0";"00000000010CE4839ECDAA6F53C0105839B4C84E4340";1;10/7/2009 00:00:00;17/6/2009 00:00:00
57;913;79;"Store";"Contoso Port Washington Store";"Contoso Port Washington Store";"On";25/11/2004 00:00:00;;691;54001;54017;"910-555-0116";"910-555-0116";"Port Washington, WIMI St Shopping mall";"Port Washington, WIMI St Shopping mall";"";26;680;17/6/2009 00:00:00;"E6100000010C7D3F355EBA69444088855AD3BC6B52C0";"00000000010C88855AD3BC6B52C07D3F355EBA694440";1;10/7/2009 00:00:00;17/6/2009 00:00:00
60;870;82;"Store";"Contoso Madison Store";"Contoso Madison Store";"On";28/2/2004 00:00:00;;694;54001;54020;"499-555-0125";"499-555-0125";"Dudgeon-Monroe Shopping mall";"Dudgeon-Monroe Shopping mall";"";47;1125;17/6/2009 00:00:00;"E6100000010C711B0DE02D884540A857CA32C45956C0";"00000000010CA857CA32C45956C0711B0DE02D884540";1;10/7/2009 00:00:00;17/6/2009 00:00:00
65;918;87;"Store";"Contoso Racine No.2 Store";"Contoso Racine No.2 Store";"On";2/7/2009 00:00:00;;699;54025;54025;"518-555-0199";"518-555-0199";"Racine, Big Shopping mall";"Racine, Big Shopping mall";"";19;455;17/6/2009 00:00:00;"E6100000010C780B24287E5C4540B5A679C729F255C0";"E6100000010CB5A679C729F255C0780B24287E5C4540";1;10/7/2009 00:00:00;17/6/2009 00:00:00
67;849;88;"Store";"Contoso Houston No.2 Store";"Contoso Houston No.2 Store";"On";11/3/2004 00:00:00;;701;70001;77010;"434-555-0133";"434-555-0133";"Texas Houston Ryon St";"Texas Houston Ryon St";"";47;1125;17/6/2009 00:00:00;"E6100000010C96B20C71AC9B3D402C6519E258CF57C0";"E6100000010C2C6519E258CF57C096B20C71AC9B3D40";1;10/5/2009 00:00:00;17/6/2009 00:00:00
70;876;89;"Store";"Contoso Midland Store";"Contoso Midland Store";"On";12/9/2003 00:00:00;;704;70001;77020;"611-555-0116";"611-555-0116";"West Way St";"West Way St";"";25;700;17/6/2009 00:00:00;"E6100000010CF2D24D6210004040E5D022DBF98659C0";"00000000010CE5D022DBF98659C0F2D24D6210004040";1;10/5/2009 00:00:00;17/6/2009 00:00:00
72;879;91;"Store";"Contoso Minden Store";"Contoso Minden Store";"On";6/11/2004 00:00:00;;706;70001;77020;"612-555-0171";"612-555-0171";"Minden, LA  Downtown";"Minden, LA  Downtown";"";26;680;17/6/2009 00:00:00;"E6100000010C93A9825149254A40F12900C633D82140";"00000000010CF12900C633D8214093A9825149254A40";1;10/5/2009 00:00:00;17/6/2009 00:00:00
75;866;94;"Store";"Contoso Longview Store";"Contoso Longview Store";"On";19/2/2004 00:00:00;;709;70001;77019;"309-555-0129";"309-555-0129";"Longview, SDallas St  Shopping mall";"Longview, SDallas St  Shopping mall";"";47;1125;17/6/2009 00:00:00;"E6100000010CE3A59BC420C0494033349E08E23CC0BF";"00000000010C33349E08E23CC0BFE3A59BC420C04940";1;10/5/2009 00:00:00;17/6/2009 00:00:00
77;897;96;"Store";"Contoso Orange Store";"Contoso Orange Store";"On";21/2/2004 00:00:00;;711;70001;77019;"999-555-0155";"999-555-0155";"Orange Citycenter Shopping mall";"Orange Citycenter Shopping mall";"";17;462;17/6/2009 00:00:00;"E6100000010CEF38454772193E401361C3D32B7157C0";"00000000010C1361C3D32B7157C0EF38454772193E40";1;10/5/2009 00:00:00;17/6/2009 00:00:00
80;858;98;"Store";"Contoso La Porte Store";"Contoso La Porte Store";"On";18/2/2004 00:00:00;;714;70001;77025;"420-555-0173";"420-555-0173";"La Porte, TXS Shopping mall";"La Porte, TXS Shopping mall";"";26;680;17/6/2009 00:00:00;"E6100000010C26E4839ECDAA3D40E5D022DBF9C257C0";"00000000010CE5D022DBF9C257C026E4839ECDAA3D40";1;10/5/2009 00:00:00;17/6/2009 00:00:00
82;939;100;"Store";"Contoso Texas City Store";"Contoso Texas City Store";"On";20/4/2004 00:00:00;;716;70001;77002;"815-555-0138";"815-555-0138";"Texas City, TX St Shopping mall";"Texas City, TX St Shopping mall";"";33;560;17/6/2009 00:00:00;"E6100000010C2575029A086B3D4027C286A757BE57C0";"00000000010C27C286A757BE57C02575029A086B3D40";1;10/5/2009 00:00:00;17/6/2009 00:00:00
85;933;103;"Store";"Contoso Spring Store";"Contoso Spring Store";"On";23/7/2004 00:00:00;;719;70001;77004;"153-555-0186";"153-555-0186";"Arthur Bayer Park St";"Arthur Bayer Park St";"";17;462;17/6/2009 00:00:00;"E6100000010C5305A3923A113E40B0726891EDD857C0";"00000000010CB0726891EDD857C05305A3923A113E40";1;10/5/2009 00:00:00;17/6/2009 00:00:00
87;925;105;"Store";"Contoso San Antonio Store";"Contoso San Antonio Store";"On";25/8/2004 00:00:00;;721;70001;77023;"970-555-0118";"970-555-0118";"City North Region Downtown";"City North Region Downtown";"";26;680;17/6/2009 00:00:00;"E6100000010CAC8BDB68006F3D406B2BF697DD9F58C0";"00000000010C6B2BF697DD9F58C0AC8BDB68006F3D40";1;10/5/2009 00:00:00;17/6/2009 00:00:00
90;815;108;"Store";"Contoso Dallas Store";"Contoso Dallas Store";"On";2/12/2008 00:00:00;;724;75201;75202;"986-555-0177";"986-555-0177";"Dallas Citycenter Shopping mall";"Dallas Citycenter Shopping mall";"";47;1125;17/6/2009 00:00:00;"E6100000010C2FDD24068165404065AA6054523358C0";"00000000010C65AA6054523358C02FDD240681654040";1;10/5/2009 00:00:00;17/6/2009 00:00:00
92;845;110;"Store";"Contoso Hillsboro Store";"Contoso Hillsboro Store";"On";30/1/2003 00:00:00;;726;75201;75204;"818-555-0128";"818-555-0128";"Hillsboro, TX Ward";"Hillsboro, TX Ward";"";17;460;17/6/2009 00:00:00;"E6100000010C5C2041F163C446406ABC749318BC5EC0";"00000000010C6ABC749318BC5EC05C2041F163C44640";1;10/5/2009 00:00:00;17/6/2009 00:00:00
95;819;113;"Store";"Contoso Desoto Store";"Contoso Desoto Store";"On";31/3/2003 00:00:00;;729;75201;75207;"935-555-0116";"935-555-0116";"Desoto, TX Shopping mall";"Desoto, TX Shopping mall";"";26;680;17/6/2009 00:00:00;"E6100000010CC9E53FA4DFD64340BA490C022B3F5AC0";"00000000010CBA490C022B3F5AC0C9E53FA4DFD64340";1;6/7/2009 00:00:00;17/6/2009 00:00:00
97;863;115;"Store";"Contoso Lewisville Store";"Contoso Lewisville Store";"On";2/4/2003 00:00:00;;731;75201;75209;"920-555-0177";"920-555-0177";"Lewisville, Edeg ST Shopping mall";"Lewisville, Edeg ST Shopping mall";"";33;560;17/6/2009 00:00:00;"E6100000010CA1F831E6AE854040575BB1BFEC3E58C0";"00000000010C575BB1BFEC3E58C0A1F831E6AE854040";1;6/7/2009 00:00:00;17/6/2009 00:00:00
100;910;118;"Store";"Contoso Plano Store";"Contoso Plano Store";"On";5/7/2003 00:00:00;;734;75201;75212;"148-555-0145";"148-555-0145";"City North St";"City North St";"";17;462;17/6/2009 00:00:00;"E6100000010C39B4C876BE8740408CDB68006F3158C0";"00000000010C8CDB68006F3158C039B4C876BE874040";1;6/7/2009 00:00:00;17/6/2009 00:00:00
102;875;119;"Store";"Contoso Miami No.2 Store";"Contoso Miami No.2 Store";"On";7/9/2003 00:00:00;;736;33128;33136;"391-555-0138";"391-555-0138";"NW 8th St";"NW 8th St";"";25;700;17/6/2009 00:00:00;"E6100000010C832F4CA60AC63940158C4AEA040C54C0";"E6100000010C158C4AEA040C54C0832F4CA60AC63940";1;10/7/2009 00:00:00;17/6/2009 00:00:00
105;937;121;"Store";"Contoso Tallahassee No.2 Store";"Contoso Tallahassee No.2 Store";"On";29/11/2003 00:00:00;;739;32301;32303;"768-555-0123";"768-555-0123";"Thomasville Rd";"Thomasville Rd";"";33;560;17/6/2009 00:00:00;"E6100000010C1895D40968723E4087A757CA321455C0";"E6100000010C87A757CA321455C01895D40968723E40";1;10/7/2009 00:00:00;17/6/2009 00:00:00
107;926;123;"Store";"Contoso Sebring Store";"Contoso Sebring Store";"On";12/2/2003 00:00:00;;741;33870;33871;"166-555-0159";"166-555-0159";"601-669 N Ping St";"601-669 N Ping St";"";22;500;17/6/2009 00:00:00;"E6100000010C0000000000803B40DC68006F815C54C0";"00000000010CDC68006F815C54C00000000000803B40";1;10/7/2009 00:00:00;17/6/2009 00:00:00
110;899;126;"Store";"Contoso Orlando Store";"Contoso Orlando Store";"On";15/2/2003 00:00:00;;744;32803;32803;"476-555-0119";"476-555-0119";"1400-1598 FL-50 St";"1400-1598 FL-50 St";"";25;700;17/6/2009 00:00:00;"E6100000010C022B8716D98E3C40EC51B81E855754C0";"00000000010CEC51B81E855754C0022B8716D98E3C40";1;10/12/2008 00:00:00;17/6/2009 00:00:00
115;890;131;"Store";"Contoso New York No.1 Store";"Contoso New York No.1 Store";"On";1/3/2004 00:00:00;;749;10018;10018;"571-555-0179";"571-555-0179";"W 40th St";"W 40th St";"";22;500;17/6/2009 00:00:00;"E6100000010CB7627FD93D614440F31FD26F5F7F52C0";"00000000010CF31FD26F5F7F52C0B7627FD93D614440";1;10/12/2008 00:00:00;17/6/2009 00:00:00
117;890;131;"Store";"Contoso New York No.2 Store";"Contoso New York No.2 Store";"On";15/5/2005 00:00:00;;751;10018;10018;"540-555-0191";"540-555-0191";"Kips Bay St";"Kips Bay St";"";25;700;17/6/2009 00:00:00;"E6100000010C32772D211F5C4440D6C56D34807F52C0";"E6100000010CD6C56D34807F52C032772D211F5C4440";1;10/12/2008 00:00:00;17/6/2009 00:00:00
120;911;139;"Store";"Contoso Plattsburgh Store";"Contoso Plattsburgh Store";"On";18/8/2004 00:00:00;;754;12901;12901;"727-555-0112";"727-555-0112";"Brinkerhoff St";"Brinkerhoff St";"";33;560;17/6/2009 00:00:00;"E6100000010CE2E995B20C594640D34D6210585D52C0";"00000000010CD34D6210585D52C0E2E995B20C594640";1;10/12/2008 00:00:00;17/6/2009 00:00:00
122;902;141;"Store";"Contoso Oswego Store";"Contoso Oswego Store";"On";20/10/2004 00:00:00;;756;13126;13126;"785-555-0110";"785-555-0110";"East River St";"East River St";"";22;500;17/6/2009 00:00:00;"E6100000010CE02D90A0F8B94540956588635D2053C0";"00000000010C956588635D2053C0E02D90A0F8B94540";1;10/12/2008 00:00:00;17/6/2009 00:00:00
125;916;143;"Store";"Contoso Queens Store";"Contoso Queens Store";"On";23/1/2006 00:00:00;;759;11432;11432;"150-555-0194";"150-555-0194";"St Johns Downtown";"St Johns Downtown";"";25;700;17/6/2009 00:00:00;"E6100000010CCA32C4B12E5E444057EC2FBB277352C0";"00000000010C57EC2FBB277352C0CA32C4B12E5E4440";1;10/12/2008 00:00:00;17/6/2009 00:00:00
127;912;145;"Store";"Contoso Poestenkill Store";"Contoso Poestenkill Store";"On";25/1/2004 00:00:00;;761;12140;12140;"712-555-0113";"712-555-0113";"Rensselaer County St";"Rensselaer County St";"";19;455;17/6/2009 00:00:00;"E6100000010C386744696F5845405C8FC2F5286452C0";"00000000010C5C8FC2F5286452C0386744696F584540";1;10/12/2008 00:00:00;17/6/2009 00:00:00
130;891;147;"Store";"Contoso Newark No.1 Store";"Contoso Newark No.1 Store";"On";28/8/2004 00:00:00;;764;7102;7102;"119-555-0192";"119-555-0192";"Halsey St";"Halsey St";"";22;500;17/6/2009 00:00:00;"E6100000010CCAC342AD695E4440B3EA73B5158B52C0";"00000000010CB3EA73B5158B52C0CAC342AD695E4440";1;10/12/2008 00:00:00;17/6/2009 00:00:00
132;854;148;"Store";"Contoso Jersey City Store";"Contoso Jersey City Store";"On";2/11/2004 00:00:00;;766;7304;7304;"205-555-0132";"205-555-0132";"76 Boyd Ave St";"76 Boyd Ave St";"";25;700;17/6/2009 00:00:00;"E6100000010C23DBF97E6A5C4440E17A14AE478552C0";"00000000010CE17A14AE478552C023DBF97E6A5C4440";1;6/7/2009 00:00:00;17/6/2009 00:00:00
135;820;151;"Store";"Contoso East Orange Store";"Contoso East Orange Store";"On";15/2/2004 00:00:00;;769;7017;7017;"935-555-0199";"935-555-0199";"N Arlington Ave";"N Arlington Ave";"";19;455;17/6/2009 00:00:00;"E6100000010CC3F5285C8F62444005C58F31778D52C0";"00000000010C05C58F31778D52C0C3F5285C8F624440";1;10/7/2009 00:00:00;17/6/2009 00:00:00
137;797;153;"Store";"Contoso Bayonne Store";"Contoso Bayonne Store";"On";17/4/2004 00:00:00;;771;7002;7002;"500-555-0159";"500-555-0159";"E 31st St";"E 31st St";"";47;1125;17/6/2009 00:00:00;"E6100000010CCA32C4B12E564440B3EA73B5158752C0";"00000000010CB3EA73B5158752C0CA32C4B12E564440";1;10/7/2009 00:00:00;17/6/2009 00:00:00
140;842;156;"Store";"Contoso Hackensack Store";"Contoso Hackensack Store";"On";20/7/2004 00:00:00;;774;7601;7601;"352-555-0138";"352-555-0138";"237 State St";"237 State St";"";25;700;17/6/2009 00:00:00;"E6100000010C44FAEDEBC0714440C1A8A44E408352C0";"00000000010CC1A8A44E408352C044FAEDEBC0714440";1;10/7/2009 00:00:00;17/6/2009 00:00:00
142;880;158;"Store";"Contoso Montclair Store";"Contoso Montclair Store";"On";22/9/2004 00:00:00;;776;7042;7042;"955-555-0169";"955-555-0169";"Valley St";"Valley St";"";19;455;17/6/2009 00:00:00;"E6100000010C8BFD65F7E4694440A857CA32C48D52C0";"00000000010CA857CA32C48D52C08BFD65F7E4694440";1;10/12/2008 00:00:00;17/6/2009 00:00:00
145;808;161;"Store";"Contoso Cape May Store";"Contoso Cape May Store";"On";2/12/2004 00:00:00;;779;8204;8204;"615-555-0110";"615-555-0110";"Delaware Ave St";"Delaware Ave St";"";22;500;17/6/2009 00:00:00;"E6100000010C71AC8BDB687843408BFD65F7E4B952C0";"00000000010C8BFD65F7E4B952C071AC8BDB68784340";1;10/12/2008 00:00:00;17/6/2009 00:00:00
147;952;163;"Store";"Contoso Worcester No.1 Store";"Contoso Worcester No.1 Store";"On";17/10/2004 00:00:00;;781;1608;1608;"441-555-0195";"441-555-0195";"99 Central St";"99 Central St";"";25;700;17/6/2009 00:00:00;"E6100000010C33C4B12E6E234540D734EF3845F351C0";"00000000010CD734EF3845F351C033C4B12E6E234540";1;10/12/2008 00:00:00;17/6/2009 00:00:00
150;789;165;"Store";"Contoso Attleboro Store";"Contoso Attleboro Store";"On";20/2/2004 00:00:00;;784;2703;2703;"589-555-0147";"589-555-0147";"Thacher Downtown";"Thacher Downtown";"";19;455;17/6/2009 00:00:00;"E6100000010C1CEBE2361AF84440A69BC420B0D251C0";"00000000010CA69BC420B0D251C01CEBE2361AF84440";1;10/12/2008 00:00:00;17/6/2009 00:00:00
152;861;167;"Store";"Contoso Leominster Store";"Contoso Leominster Store";"On";22/2/2004 00:00:00;;786;1453;1453;"678-555-0110";"678-555-0110";"101 Union St Shopping mall";"101 Union St Shopping mall";"";47;1125;17/6/2009 00:00:00;"E6100000010C6D567DAEB64245405305A3923AF151C0";"00000000010C5305A3923AF151C06D567DAEB6424540";1;10/12/2008 00:00:00;17/6/2009 00:00:00
155;832;170;"Store";"Contoso Framingham Store";"Contoso Framingham Store";"On";19/3/2004 00:00:00;;789;1701;1701;"182-555-0134";"182-555-0134";"29 Woodlan St";"29 Woodlan St";"";25;700;17/6/2009 00:00:00;"E6100000010C4772F90FE9274540EB73B515FBDB51C0";"00000000010CEB73B515FBDB51C04772F90FE9274540";1;6/7/2009 00:00:00;17/6/2009 00:00:00
157;931;172;"Store";"Contoso Somerville Store";"Contoso Somerville Store";"On";21/5/2004 00:00:00;;791;2145;2145;"587-555-0114";"587-555-0114";"Pembroke St";"Pembroke St";"";26;680;17/6/2009 00:00:00;"E6100000010CAD69DE718ACE47402FDD240681955EC0";"00000000010C2FDD240681955EC0AD69DE718ACE4740";1;6/7/2009 00:00:00;17/6/2009 00:00:00
160;895;175;"Store";"Contoso Northampton Store";"Contoso Northampton Store";"On";24/8/2004 00:00:00;;794;1062;1062;"806-555-0136";"806-555-0136";"Florence Rd Shopping mall";"Florence Rd Shopping mall";"";47;1125;17/6/2009 00:00:00;"E6100000010C8A1F63EE5A2A4540FA7E6ABC742B52C0";"00000000010CFA7E6ABC742B52C08A1F63EE5A2A4540";1;6/7/2009 00:00:00;17/6/2009 00:00:00
165;883;180;"Store";"Contoso Nantucket Store";"Contoso Nantucket Store";"On";6/11/2004 00:00:00;;799;2554;2554;"810-555-0178";"810-555-0178";"8 Washington St";"8 Washington St";"";19;455;17/6/2009 00:00:00;"E6100000010C07F0164850A4444003098A1F638651C0";"00000000010C03098A1F638651C007F0164850A44440";1;10/7/2009 00:00:00;17/6/2009 00:00:00
167;796;182;"Store";"Contoso Bar Harbor Store";"Contoso Bar Harbor Store";"On";18/2/2004 00:00:00;;801;4609;4609;"746-555-0164";"746-555-0164";"Ledgelawn Ave";"Ledgelawn Ave";"";47;1125;17/6/2009 00:00:00;"E6100000010C0A68226C78324640E9482EFF210D51C0";"00000000010CE9482EFF210D51C00A68226C78324640";1;10/7/2009 00:00:00;17/6/2009 00:00:00
170;900;185;"Store";"Contoso Orono Store";"Contoso Orono Store";"On";21/2/2004 00:00:00;;804;4473;4473;"309-555-0170";"309-555-0170";"Pleasant St";"Pleasant St";"";25;700;17/6/2009 00:00:00;"E6100000010C1AC05B2041714640EC2FBB270F2B51C0";"00000000010CEC2FBB270F2B51C01AC05B2041714640";1;10/7/2009 00:00:00;17/6/2009 00:00:00
172;843;187;"Store";"Contoso Hartford Store";"Contoso Hartford Store";"On";17/1/2004 00:00:00;;806;6103;6103;"117-555-0185";"117-555-0185";"Asylum St Shopping mall";"Asylum St Shopping mall";"";26;680;17/6/2009 00:00:00;"E6100000010C0AD7A3703DE24440B3EA73B5152B52C0";"00000000010CB3EA73B5152B52C00AD7A3703DE24440";1;10/7/2009 00:00:00;17/6/2009 00:00:00
175;896;190;"Store";"Contoso Old Saybrook Store";"Contoso Old Saybrook Store";"On";20/4/2004 00:00:00;;809;6475;6475;"100-555-0174";"100-555-0174";"18 W King Rd";"18 W King Rd";"";47;1125;17/6/2009 00:00:00;"E6100000010C3D0AD7A370A5444030BB270F0B1952C0";"00000000010C30BB270F0B1952C03D0AD7A370A54440";1;10/7/2009 00:00:00;17/6/2009 00:00:00
177;888;192;"Store";"Contoso New Haven Store";"Contoso New Haven Store";"On";22/6/2004 00:00:00;;811;6511;6511;"118-555-0177";"118-555-0177";"Lynwood PI Downtown";"Lynwood PI Downtown";"";17;462;17/6/2009 00:00:00;"E6100000010C728A8EE4F2A74440A4DFBE0E9C3B52C0";"00000000010CA4DFBE0E9C3B52C0728A8EE4F2A74440";1;10/5/2009 00:00:00;17/6/2009 00:00:00
180;892;195;"Store";"Contoso Norfolk Store";"Contoso Norfolk Store";"On";25/8/2004 00:00:00;;814;23504;23504;"712-555-0170";"712-555-0170";"Wide St Shopping mall";"Wide St Shopping mall";"";26;680;17/6/2009 00:00:00;"E6100000010CBC96900F7A6E42402041F163CC1153C0";"00000000010C2041F163CC1153C0BC96900F7A6E4240";1;10/5/2009 00:00:00;17/6/2009 00:00:00
182;951;197;"Store";"Contoso Winchester Store";"Contoso Winchester Store";"On";27/11/2004 00:00:00;;816;22601;22601;"654-555-0177";"654-555-0177";"Handley St Shopping mall";"Handley St Shopping mall";"";33;560;17/6/2009 00:00:00;"E6100000010CD712F241CF964340E5D022DBF98A53C0";"00000000010CE5D022DBF98A53C0D712F241CF964340";1;10/5/2009 00:00:00;17/6/2009 00:00:00
185;921;199;"Store";"Contoso Roanoke Store";"Contoso Roanoke Store";"On";17/10/2004 00:00:00;;819;24011;24011;"559-555-0175";"559-555-0175";"Salem Ave SE StShopping mall";"Salem Ave SE StShopping mall";"";17;462;17/6/2009 00:00:00;"E6100000010CDE9387855AA34240B1506B9A77FC53C0";"00000000010CB1506B9A77FC53C0DE9387855AA34240";1;10/5/2009 00:00:00;17/6/2009 00:00:00
187;833;201;"Store";"Contoso Fredericksburg Store";"Contoso Fredericksburg Store";"On";19/2/2004 00:00:00;;821;22401;22401;"319-555-0126";"319-555-0126";"Beverly St Shopping mall";"Beverly St Shopping mall";"";26;680;17/6/2009 00:00:00;"E6100000010CAE47E17A14264340174850FC185F53C0";"00000000010C174850FC185F53C0AE47E17A14264340";1;10/5/2009 00:00:00;17/6/2009 00:00:00
