ProductKey;ProductLabel;ProductName;ProductDescription;ProductSubcategoryKey;Manufacturer;BrandName;ClassID;ClassName;StyleID;StyleName;ColorID;ColorName;Size;SizeRange;SizeUnitMeasureID;Weight;WeightUnitMeasureID;UnitOfMeasureID;UnitOfMeasureName;StockTypeID;StockTypeName;UnitCost;UnitPrice;AvailableForSaleDate;StopSaleDate;Status;ImageURL;ProductURL;ETLLoadID;LoadDate;UpdateDate
897;"0308155";"SV Keyboard E90 Black";"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308155";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";21,28;41,73;31/5/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
898;"0308156";"SV Keyboard E90 Grey";"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308156";"11";"Grey";"";"";"";;"";"1";"inches";"2";"Mid";21,28;41,73;31/5/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
416;"0303001";"Adventure Works Desktop PC2.33 XD233 Silver";"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive";17;"Adventure Works";"Adventure Works";"3";"Deluxe";"1";"Product0303001";"7";"Silver";"";"";"";;"pounds";"1";"inches";"1";"High";321,05;969;9/12/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
417;"0303002";"Adventure Works Desktop PC2.30 MD230 Silver";"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";17;"Adventure Works";"Adventure Works";"2";"Regular";"1";"Product0303002";"7";"Silver";"";"";"";;"pounds";"1";"inches";"1";"High";275,46;599;8/1/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
418;"0303003";"Adventure Works Desktop PC1.60 ED160 Silver";"1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive";17;"Adventure Works";"Adventure Works";"1";"Economy";"1";"Product0303003";"7";"Silver";"";"";"";;"pounds";"1";"inches";"1";"High";137,63;269,95;6/5/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
423;"0303008";"Adventure Works Desktop PC2.30 MD230 Black";"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";17;"Adventure Works";"Adventure Works";"2";"Regular";"1";"Product0303008";"2";"Black";"";"";"";;"pounds";"1";"inches";"1";"High";275,46;599;8/1/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
429;"0303014";"Adventure Works Desktop PC2.30 MD230 Brown";"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";17;"Adventure Works";"Adventure Works";"2";"Regular";"1";"Product0303014";"4";"Brown";"";"";"";;"pounds";"1";"inches";"1";"High";275,87;599,9;8/1/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
431;"0303016";"Adventure Works Desktop PC1.80 ED180 Brown";"1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive";17;"Adventure Works";"Adventure Works";"2";"Regular";"1";"Product0303016";"4";"Brown";"";"";"";;"pounds";"1";"inches";"1";"High";188,13;369;2/1/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
434;"0303019";"Adventure Works Desktop PC2.30 MD230 White";"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";17;"Adventure Works";"Adventure Works";"2";"Regular";"1";"Product0303019";"8";"White";"";"";"";;"pounds";"1";"inches";"1";"High";275,46;599;8/1/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
436;"0303021";"Adventure Works Desktop PC1.80 ED180 White";"1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive";17;"Adventure Works";"Adventure Works";"2";"Regular";"1";"Product0303021";"8";"White";"";"";"";;"pounds";"1";"inches";"1";"High";188,13;369;2/1/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
438;"0303023";"WWI Desktop PC2.33 X2330 Silver";"2.33GHz dual processor, 750GB 7200RPM hard drive, 19” widescreen LCD monitors";17;"Wide World Importers";"Wide World Importers";"3";"Deluxe";"1";"Product0303023";"7";"Silver";"";"";"";;"pounds";"1";"inches";"1";"High";304,48;919;8/3/2009 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
441;"0303026";"WWI Desktop PC1.80 E1800 Brown";"1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive";17;"Wide World Importers";"Wide World Importers";"1";"Economy";"1";"Product0303026";"4";"Brown";"";"";"";;"pounds";"1";"inches";"1";"High";117,21;229,9;2/1/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
444;"0303029";"WWI Desktop PC2.33 X2330 Black";"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive";17;"Wide World Importers";"Wide World Importers";"3";"Deluxe";"1";"Product0303029";"2";"Black";"";"";"";;"pounds";"1";"inches";"1";"High";304,48;919;8/3/2009 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
446;"0303031";"WWI Desktop PC1.60 E1600 Black";"1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive";17;"Wide World Importers";"Wide World Importers";"1";"Economy";"1";"Product0303031";"2";"Black";"";"";"";;"pounds";"1";"inches";"1";"High";112,14;219,95;6/6/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
447;"0303032";"WWI Desktop PC1.80 E1800 Black";"1.80GHz dual processor, 2GB DDR2 memory, 320GB 5400RPM hard drive";17;"Wide World Importers";"Wide World Importers";"1";"Economy";"1";"Product0303032";"2";"Black";"";"";"";;"pounds";"1";"inches";"1";"High";117,21;229,9;2/1/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
448;"0303033";"WWI Desktop PC1.80 E1801 Black";"1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive";17;"Wide World Importers";"Wide World Importers";"1";"Economy";"1";"Product0303033";"2";"Black";"";"";"";;"pounds";"1";"inches";"1";"High";137,6;269,9;8/3/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
449;"0303034";"WWI Desktop PC3.0 M0300 Black";"3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inches LCD flat monitors";17;"Wide World Importers";"Wide World Importers";"2";"Regular";"1";"Product0303034";"2";"Black";"";"";"";;"pounds";"1";"inches";"1";"High";160,49;349;9/2/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
451;"0303036";"WWI Desktop PC2.30 M2300 Silver";"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";17;"Wide World Importers";"Wide World Importers";"2";"Regular";"1";"Product0303036";"7";"Silver";"";"";"";;"pounds";"1";"inches";"1";"High";257,06;559;8/1/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
454;"0303039";"WWI Desktop PC1.80 E1801 Brown";"1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive";17;"Wide World Importers";"Wide World Importers";"1";"Economy";"1";"Product0303039";"4";"Brown";"";"";"";;"pounds";"1";"inches";"1";"High";137,6;269,9;8/3/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
455;"0303040";"WWI Desktop PC2.33 X2330 White";"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive";17;"Wide World Importers";"Wide World Importers";"3";"Deluxe";"1";"Product0303040";"8";"White";"";"";"";;"pounds";"1";"inches";"1";"High";304,48;919;8/3/2009 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
456;"0303041";"WWI Desktop PC2.30 M2300 White";"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";17;"Wide World Importers";"Wide World Importers";"2";"Regular";"1";"Product0303041";"8";"White";"";"";"";;"pounds";"1";"inches";"1";"High";257,06;559;8/1/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
457;"0303042";"WWI Desktop PC1.60 E1600 White";"1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive";17;"Wide World Importers";"Wide World Importers";"1";"Economy";"1";"Product0303042";"8";"White";"";"";"";;"pounds";"1";"inches";"1";"High";112,14;219,95;6/6/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
458;"0303043";"WWI Desktop PC1.80 E1800 White";"1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive";17;"Wide World Importers";"Wide World Importers";"1";"Economy";"1";"Product0303043";"8";"White";"";"";"";;"pounds";"1";"inches";"1";"High";117,21;229,9;2/1/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
459;"0303044";"WWI Desktop PC1.80 E1801 White";"1.80GHz dual processor, 4GB DDR2 memories, 400GB 7200RPM hard drive";17;"Wide World Importers";"Wide World Importers";"1";"Economy";"1";"Product0303044";"8";"White";"";"";"";;"pounds";"1";"inches";"1";"High";137,6;269,9;8/3/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
846;"0308104";"Contoso Ultraportable Neoprene Sleeve E30 Black";"Compact neoprene sleeve transport mini laptop or DVD player in any briefcase, messenger bag or backpack";22;"Contoso, Ltd";"Contoso";"1";"Economy";"1";"Product0308104";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";7,95;15,6;3/2/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
849;"0308107";"Contoso Ultraportable Neoprene Sleeve E30 Green";"Compact neoprene sleeve transport mini laptop or DVD player in any briefcase, messenger bag or backpack";22;"Contoso, Ltd";"Contoso";"1";"Economy";"1";"Product0308107";"14";"Green";"";"";"";;"";"1";"inches";"2";"Mid";7,95;15,6;11/6/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
851;"0308109";"Contoso Laptop Keyboard X105 White";"Beauty designed, wireless keyboard, combines easily with notebook to help improved comfort";22;"Contoso, Ltd";"Contoso";"3";"Deluxe";"1";"Product0308109";"8";"White";"";"";"";;"";"1";"inches";"2";"Mid";76,5;230,9;5/2/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
853;"0308111";"Contoso Laptop Keyboard X105 Silver";"Beauty designed, wireless keyboard, combines easily with notebook to help improved comfort";22;"Contoso, Ltd";"Contoso";"3";"Deluxe";"1";"Product0308111";"7";"Silver";"";"";"";;"";"1";"inches";"2";"Mid";76,5;230,9;5/2/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
854;"0308112";"Contoso Multimedia Speakers M25 Brown";"Speakers system is the perfect audio companion to your PC or notebook";22;"Contoso, Ltd";"Contoso";"2";"Regular";"1";"Product0308112";"4";"Brown";"";"";"";;"";"1";"inches";"2";"Mid";59,32;129;8/8/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
856;"0308114";"Contoso Multimedia Speakers M25 Black";"Speakers system is the perfect audio companion to your PC or notebook";22;"Contoso, Ltd";"Contoso";"2";"Regular";"1";"Product0308114";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";59,32;129;8/8/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
857;"0308115";"Contoso Multimedia Speakers M25 White";"Speakers system is the perfect audio companion to your PC or notebook";22;"Contoso, Ltd";"Contoso";"2";"Regular";"1";"Product0308115";"8";"White";"";"";"";;"";"1";"inches";"2";"Mid";59,32;129;8/8/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
859;"0308117";"Contoso Wireless Notebook Optical Mouse M35 White";"Wireless notebook mouse, long battery life, convenient snap-in receiver";22;"Contoso, Ltd";"Contoso";"2";"Regular";"1";"Product0308117";"8";"White";"";"";"";;"";"1";"inches";"2";"Mid";13,77;29,95;6/7/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
861;"0308119";"Contoso Wireless Notebook Optical Mouse M35 Silver";"Wireless notebook mouse, long battery life, convenient snap-in receiver";22;"Contoso, Ltd";"Contoso";"2";"Regular";"1";"Product0308119";"7";"Silver";"";"";"";;"";"1";"inches";"2";"Mid";13,77;29,95;6/7/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
862;"0308120";"Contoso Wireless Notebook Optical Mouse M35 Orange";"Wireless notebook mouse, long battery life, convenient snap-in receiver";22;"Contoso, Ltd";"Contoso";"2";"Regular";"1";"Product0308120";"9";"Orange";"";"";"";;"";"1";"inches";"2";"Mid";13,77;29,95;6/7/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
863;"0308121";"Contoso Optical USB Mouse M45 Black";"An improved wheel to make the scrolling up, down and sideways, faster, more comfortable and easier to use";22;"Contoso, Ltd";"Contoso";"2";"Regular";"1";"Product0308121";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";23,45;50,99;26/3/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
864;"0308122";"Contoso Optical USB Mouse M45 White";"An improved wheel to make the scrolling up, down and sideways, faster, more comfortable and easier to use";22;"Contoso, Ltd";"Contoso";"2";"Regular";"1";"Product0308122";"8";"White";"";"";"";;"";"1";"inches";"2";"Mid";23,45;50,99;26/3/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
866;"0308124";"Contoso Wireless Laser Mouse M55 Black";"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface";22;"Contoso, Ltd";"Contoso";"2";"Regular";"1";"Product0308124";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";32,19;69,99;8/3/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
867;"0308125";"Contoso Wireless Laser Mouse M55 White";"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface";22;"Contoso, Ltd";"Contoso";"2";"Regular";"1";"Product0308125";"8";"White";"";"";"";;"";"1";"inches";"2";"Mid";32,19;69,99;1/8/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
869;"0308127";"Contoso Wireless Laser Mouse M55 Silver";"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface";22;"Contoso, Ltd";"Contoso";"2";"Regular";"1";"Product0308127";"7";"Silver";"";"";"";;"";"1";"inches";"2";"Mid";32,19;69,99;5/6/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
870;"0308128";"Contoso Wireless Laser Mouse E50 Black";"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface";22;"Contoso, Ltd";"Contoso";"1";"Economy";"1";"Product0308128";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";10,69;20,96;7/7/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
872;"0308130";"Contoso Wireless Laser Mouse E50 Silver";"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface";22;"Contoso, Ltd";"Contoso";"1";"Economy";"1";"Product0308130";"7";"Silver";"";"";"";;"";"1";"inches";"2";"Mid";10,69;20,96;7/7/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
899;"0308157";"SV Keyboard E10 Silver";"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308157";"7";"Silver";"";"";"";;"";"1";"inches";"2";"Mid";22,43;44;12/11/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
901;"0308159";"SV Keyboard E10 Black";"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308159";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";22,43;44;12/11/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
905;"0308163";"SV 40GB USB2.0 Portable Hard Disk E400 Blue";"Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308163";"3";"Blue";"";"";"";;"";"1";"inches";"2";"Mid";38,74;75,99;15/3/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
906;"0308164";"SV 40GB USB2.0 Portable Hard Disk E400 Yellow";"Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308164";"13";"Yellow";"";"";"";;"";"1";"inches";"2";"Mid";38,74;75,99;15/3/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
907;"0308165";"SV 80GB USB2.0 Portable Hard Disk E500 Red";"Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308165";"6";"Red";"";"";"";;"";"1";"inches";"2";"Mid";52;102;15/7/2005 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
915;"0308173";"SV 500GB USB 2.0 Portable External Hard Drive X405 Pink";"Internal shock sensor and ramp loading Technology, USB Powered for portability/ Small size saves desktop space";22;"Southridge Video";"Southridge Video";"3";"Deluxe";"1";"Product0308173";"10";"Pink";"";"";"";;"";"1";"inches";"2";"Mid";59,31;179;11/3/2009 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
916;"0308174";"SV 500GB USB 2.0 Portable External Hard Drive X405 Blue";"Internal shock sensor and ramp loading Technology, USB Powered for portability/ Small size saves desktop space";22;"Southridge Video";"Southridge Video";"3";"Deluxe";"1";"Product0308174";"3";"Blue";"";"";"";;"";"1";"inches";"2";"Mid";59,31;179;11/3/2009 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
919;"0308177";"SV USB Data Cable E600 Pink";"A single, standardized and easy way to connect the phone to a computer";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308177";"10";"Pink";"";"";"";;"";"1";"inches";"2";"Mid";0,48;0,95;23/8/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
921;"0308179";"SV USB Data Cable E600 Silver";"A single, standardized and easy way to connect the phone to a computer";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308179";"7";"Silver";"";"";"";;"";"1";"inches";"2";"Mid";0,48;0,95;23/8/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
922;"0308180";"SV USB Data Cable E600 Grey";"A single, standardized and easy way to connect the phone to a computer";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308180";"11";"Grey";"";"";"";;"";"1";"inches";"2";"Mid";0,48;0,95;23/8/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
924;"0308182";"SV USB Sync Charge Cable E700 Black";"Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308182";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";1,01;1,99;15/3/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
925;"0308183";"SV USB Sync Charge Cable E700 White";"Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308183";"8";"White";"";"";"";;"";"1";"inches";"2";"Mid";1,01;1,99;15/3/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
926;"0308184";"SV USB Sync Charge Cable E700 Silver";"Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308184";"7";"Silver";"";"";"";;"";"1";"inches";"2";"Mid";1,01;1,99;15/3/2008 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
929;"0308187";"SV 512MB Laptop memory E800 Black";"DDR socket";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308187";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";17,33;33,99;13/2/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
930;"0308188";"SV 512MB Laptop memory E800 Yellow";"DDR2 socket";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308188";"13";"Yellow";"";"";"";;"";"1";"inches";"2";"Mid";17,33;33,99;13/2/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
932;"0308190";"SV 2GB Laptop memory E800 Black";"DDR2 socket";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308190";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";28,04;55;13/2/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
933;"0308191";"SV 2GB Laptop memory E800 White";"DDR2 socket";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308191";"8";"White";"";"";"";;"";"1";"inches";"2";"Mid";28,04;55;13/2/2006 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
935;"0308193";"SV 4GB Laptop Memory M65 Yellow";"Standard SDRAM SODIMM socket";22;"Southridge Video";"Southridge Video";"2";"Regular";"1";"Product0308193";"13";"Yellow";"";"";"";;"";"1";"inches";"2";"Mid";36,33;79;31/5/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
937;"0308195";"SV 4GB Laptop Memory M65 White";"Standard SDRAM SODIMM socket";22;"Southridge Video";"Southridge Video";"2";"Regular";"1";"Product0308195";"8";"White";"";"";"";;"";"1";"inches";"2";"Mid";36,33;79;31/5/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
938;"0308196";"SV Wireless LAN PCI Network Card Adapter E900 Black";"Broadcom chipset PCI interface 802.11g, 54 Mbps data transfer rate";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308196";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";50,47;99;1/12/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
939;"0308197";"SV Wireless LAN PCI Network Card Adapter E901 Black";"Broadcom chipset PCI interface 802.11g, 54 Mbps data transfer rate";22;"Southridge Video";"Southridge Video";"1";"Economy";"1";"Product0308197";"2";"Black";"";"";"";;"";"1";"inches";"2";"Mid";50,47;99;1/12/2007 00:00:00;;"On";"";"";1;31/3/2009 00:00:00;31/3/2009 00:00:00
